33064310	255395836
84900474	345762593
88963284	321236478
105782752	295933798
52328400	201163838
16046227	303239729
40593026	193297453
49091824	254946328
116222140	40584973
76585064	292305295
107066108	288890764
134111157	218551549
82054773	341289384
69617535	112634473
17988599	251937768
80688354	171414657
110630507	324680198
131249591	188823776
91616129	186538216
112408078	213887159
116703654	150980835
119638846	265002555
116193299	144553929
12650262	232686276
26545144	306722247
40111730	284720539
51862926	137670430
67811186	48656894
104033302	234506396
137531677	153841798
79006226	266862576
121916703	199912071
116265390	17891557
6297767	349146878
53071965	283674628
44978099	260055940
31352969	55743632
141284956	316796074
129607095	46708518
25184499	153506738
77810691	335245466
136127632	302901516
64430965	297464210
124654419	294035973
137073414	342664226
2214352	82893022
23092936	390582386
96650011	21924161
120465580	117144240
93982376	311862186
121251099	258753405
114933778	98746581
137827314	316141711
19304080	381157932
36944277	161413866
123825849	226807559
44290077	379818602
29245361	236262430
47256180	99314273
5094340	349295989
46824512	95724352
77029533	39163758
118234400	21745642
4240360	334196554
70010763	238702578
25041619	367809677
132587164	157404929
12836602	164255050
66816564	156333660
10019775	132082049
19625802	66936249
137894108	52518536
102525187	367296951
6170731	75812360
84378363	93729164
133043362	142223991
7756968	133950575
54735308	78517376
67273474	71206450
102141599	392923134
132722935	179995401
137833263	283258641
9453393	204925928
141616779	293318954
87667813	392279690
135167880	113477325
27888783	397542641
119224321	233294367
19312214	221683192
115225110	141793991
33367091	359126180
12987954	304331671
64864987	277646284
89053822	126219377
16088456	366343676
121302744	206699730
129766242	361525697
85224083	79739328
111535422	364101503
16446461	111280784
10691256	17555831
26023688	195197223
52331786	52644092
90579595	176230407
115209296	374055086
55032366	39163758
92983190	81218984
136204241	280484356
98979725	284660022
80227692	328315754
61237583	310420565
128671741	192704473
63969238	65120585
35239136	149351679
122511871	179870539
54620169	198455661
12084277	338274247
92167552	127801254
117689423	389513527
113807692	305072568
73470205	330486815
11255999	78513431
45602225	42084496
106898061	345287122
88115428	274933972
9208271	102100507
132257900	212240398
20403027	143609109
34514016	377687934
14373427	42592815
25039648	116772535
111626517	126341230
362474	341690127
12027425	334605993
126441859	252239934
127042693	270245918
55136098	82213658
129902669	116966548
29516259	237614195
46136947	117958294
69862626	57451889
117500095	33172990
56631880	216221554
7866326	42537379
82692239	275809160
42416738	89188467
83220022	72285032
77068919	124823133
96732866	375410366
84873118	318891614
121746192	287920264
130232197	262453862
25338079	43620776
81737807	281885098
68703640	318730881
76586055	36819509
87466865	200412735
85922832	95184053
95405676	84780925
90602065	18964108
24754392	209402935
118744802	292529610
52530895	70778159
76852815	15138865
71881634	271422098
54068922	74213058
4841701	269672524
88823031	222809713
109556304	326047162
24179817	245142272
66971181	360050497
17960212	211070473
93511460	26430903
58595677	173098064
62585820	304717294
45667595	399471668
62668211	392514879
57961386	150755
51053455	210450811
111708064	51651223
76968500	379247551
86758908	122901930
10162409	297901845
31104235	48782860
3750732	247805950
79856944	231748455
125641005	346491538
103272870	111602437
78413185	90074442
11103567	401823268
14869068	302305489
106579874	152567533
92463704	221887716
73215831	335750216
140401183	273608387
139921341	144069752
10280078	61373098
113682553	262491880
29561826	303248030
60343839	379744737
138273993	255225708
87778756	307596354
82931203	322067012
122401907	400960991
3992475	137235268
11984449	213217378
35758589	316201408
107278441	175004433
41114821	22785386
38182477	30244280
81174725	180539061
119420255	151676067
2657689	100608165
21062734	223271204
31517854	219378023
47090023	42206137
45221644	259143305
52996148	398642487
84760542	124608574
51862916	268008509
2371546	139740820
138631571	298779455
139690097	117819080
30757189	385668822
104636715	363345315
24827285	226224043
105014279	185572363
68365255	358922981
29463600	260278050
25690737	109951652
34553276	215834296
131214107	35602562
33337542	275393505
122692683	301642048
111376366	194889009
86467999	103456700
131115738	211367282
130831898	119497408
29316169	58340525
32548575	155460925
25499812	81594789
37587753	95479652
77135681	175750504
30421552	255259266
102067617	81986826
120566289	279788716
86368966	61965825
45458865	214473805
133143086	155363548
138102795	58854794
49425928	249774997
82808749	118838893
81288927	314958472
10842346	32067243
95883141	15175558
137073414	152628642
120566289	307279338
25039648	387695110
102196433	230016860
10645922	363034227
19946269	10485135
115090907	371597904
106328151	372270319
56177287	365600249
103369589	200949582
124638457	207895940
103103116	138184726
92720959	302837095
141538187	285693678
53931259	399407635
128461192	182176883
