1797	278222910
18219	17362480
29608	109700512
30882	136765273
30882	160520950
47928	354261797
53817	96871768
58930	300316021
59397	131156678
60040	176378069
60040	197716992
64660	297440502
64660	350446868
72445	192326683
93576	41893349
108229	351006583
111922	265239056
112638	340754432
112842	333423415
121874	162952695
121874	177424906
121874	197731111
127209	369819784
139470	126156879
145746	70491713
147748	136414838
151624	21113972
151624	206303504
151924	271398989
155278	375979781
187367	44014065
187367	252963778
187367	263452118
189833	81769723
200240	42645326
213612	229791666
215881	75778950
220032	6905218
220032	72351822
220032	144396939
221088	40784941
221088	123870579
221363	72239534
221363	249292763
252649	280379155
273901	196079385
279948	371794602
283061	211477237
301523	209647202
312755	277783671
318432	270674792
331261	283564004
339907	281884578
341744	98656648
362474	341690127
372885	68000960
398453	110748155
398453	402592180
398893	388230525
408196	339911301
410976	235766926
427204	104883287
427204	363992295
433704	382353601
438781	311868718
441736	376029376
442751	311234607
447828	206016051
451415	200714233
451415	338353238
455738	206697144
470476	316816595
474398	231066625
474398	355183126
495264	277132738
496275	359016283
498309	354797769
520594	140218191
521015	307784370
524248	306988193
542162	193300307
545933	393190226
569258	171297748
578055	8723038
584270	202382435
586842	65959113
602882	274420876
608319	36856866
612225	83017748
613107	215444794
613107	337235374
613107	353476457
615545	43301490
618457	332505776
622481	192478673
623082	387752366
630069	295394393
630290	374707194
632439	255890359
632439	267782238
632439	279106636
632439	289429573
632439	291880345
632439	373126791
642672	215751630
642672	256647430
643367	4802654
643367	6385367
643367	272484466
658766	299391204
664511	269467141
664511	309938583
665336	101809970
668306	391465346
687744	176434907
689258	17858708
689258	53347077
689554	69479748
689554	130588840
695917	265239835
699517	267426233
700620	21916616
708239	297723988
715145	62242606
715145	262724293
719599	109375962
734677	382366367
741406	257959147
752800	225739971
752800	333714272
752800	376898650
752800	398439674
757340	3131079
757439	234902813
760538	332535912
767274	66819714
773062	18170459
786446	235288573
786446	347364183
786446	347744716
803460	393559906
807302	10937831
807302	15576288
810843	237653953
812370	29857043
812370	42281656
812370	287549745
812370	291182304
812370	303205878
812370	310086961
812370	314903844
812370	375254201
827531	116313693
827531	257514018
836570	58822438
837892	59009734
838294	337914903
839192	189134241
842142	215107910
850277	64684343
850277	215869661
850277	254084612
858094	339138433
874105	668515
874105	246711189
875621	364743270
883863	381010620
884770	75562037
884770	136810301
885016	74888239
888128	355329770
890377	23565755
890377	228311403
896982	63035690
906753	273993096
907411	342598663
920114	337993003
934179	181413358
935566	212703382
954081	189187204
956023	231609023
956023	268104090
957091	311911456
957919	112429160
957919	220852730
969145	180815190
977903	82286442
980503	19300692
980503	103682650
980503	323954645
991307	130924001
996665	178419246
998656	374533625
1004288	69831477
1007354	161313742
1021723	151277590
1041148	395733393
1042759	271889059
1055275	236818997
1072294	238704522
1073496	396438335
1080479	64712806
1080479	102915765
1080479	125645510
1080479	314041390
1083530	255746363
1096165	82108633
1096932	287137193
1096932	404376397
1125219	187390205
1140899	57738167
1142089	195174748
1151307	142470753
1152852	18923752
1152852	23911301
1152852	104530359
1152993	370189195
1154123	334080635
1160026	116205451
1160026	161809865
1160026	379709477
1161961	110719778
1163632	312122413
1181283	217460619
1195688	327258857
1206619	303205878
1214969	305879358
1218427	385507803
1223101	283417353
1233502	335720796
1236381	108600076
1237204	302381053
1241048	33321220
1279074	360242431
1287533	245382328
1287533	322217710
1287533	367339971
1287812	207011485
1290347	31798679
1290347	145977957
1290347	260515282
1290347	297972722
1290347	358496504
1297795	123405281
1316862	237866257
1338097	30786467
1338097	175389099
1343973	84425032
1343973	274272634
1344676	14438451
1344676	269201079
1344676	399633078
1346329	320122502
1347714	36012487
1347714	45187314
1347714	53258892
1347714	361780358
1356689	230752752
1358136	379046184
1363177	336672953
1377079	354447565
1379920	196139137
1380629	80233719
1380629	396978629
1389030	355311188
1391553	165822767
1398917	185609066
1400965	281536197
1406118	27961728
1408274	65143994
1411716	316233701
1416103	264469913
1418939	197616198
1432126	3912662
1432126	71711644
1432126	254391662
1432377	68000960
1432377	101222188
1432428	358137419
1432882	320525658
1437021	71249929
1453590	345460156
1457295	368741920
1459338	212483275
1468863	7263789
1468863	57833392
1468863	127349320
1468863	327526727
1468863	359397963
1469860	182065113
1479513	180265206
1488634	15612775
1490438	105397922
1493096	155317607
1499086	321922249
1501983	215082369
1508369	16197250
1508369	113037945
1510268	389224043
1517777	149365163
1517777	168161782
1530775	161290935
1537154	290293137
1537417	136553319
1540179	60415038
1541826	97633588
1545178	287461695
1546527	55468304
1559807	4174383
1559807	89548317
1559807	184152834
1563906	249087510
1569394	234902813
1569394	322974656
1575550	63483614
1575550	84317666
1578812	92706677
1579752	269088186
1579895	357925514
1589772	168830207
1594515	198209471
1594515	326102805
1594515	361500031
1599030	94316819
1599030	333369782
1599030	364542323
1612818	322968860
1616568	73570383
1616568	219346957
1617398	27287979
1617398	363479706
1630916	338297712
1638696	357280697
1642863	109539152
1645743	127560622
1650807	84431939
1651716	152514706
1654550	186402589
1656031	136756765
1656031	178004368
1656031	387206496
1659728	149192879
1662579	152641019
1664443	214676601
1666301	217020300
1674145	166588129
1692911	344105586
1695290	66736443
1695290	172870145
1695290	283497730
1699365	111422145
1716636	167059785
1716636	198561638
1716636	404376397
1716667	312695186
1723540	225991710
1730921	343299064
1740067	173389205
1740540	387255234
1750424	66167117
1756980	385972587
1780061	61129216
1780061	253552138
1785064	355705389
1786180	22485550
1786180	220265233
1786180	285254370
1786180	386582605
1786180	395163141
1792114	172619391
1793773	167305369
1802068	9601460
1802068	17620703
1802068	18755314
1802068	76794440
1802068	143762611
1802068	146040619
1802068	155822583
1802068	182879967
1802068	207914138
1802068	209777202
1802068	268442840
1802068	340613156
1802068	367699318
1802281	277039974
1808849	158945990
1831574	236759840
1842436	374195645
1850432	368552625
1854305	119776376
1854305	144993661
1854305	147011570
1854305	254930152
1854305	330539034
1854305	360311283
1872325	48698901
1872325	99664539
1875867	167074648
1877990	161827463
1878228	83375881
1891268	358795720
1906099	11432298
1906099	18880000
1906099	20639652
1906099	257162740
1915165	310254487
1924057	178419246
1956342	21317202
1957750	385466119
1959183	345470226
1962797	133153045
1963866	214599954
1963866	397185846
1979518	194063672
1979518	329892221
1980119	397260850
1989053	318226584
1989053	382041544
1999596	172670507
2000703	398515248
2011445	52052389
2027350	1210421
2027350	270726161
2028912	393680233
2030447	314817919
2047982	361929152
2049239	109375962
2052649	228717367
2060993	160036054
2060993	165438723
2060993	170155245
2060993	206881845
2060993	207984413
2060993	257852408
2060993	279702045
2060993	321615982
2060993	332714100
2060993	370810414
2060993	373279315
2060993	402680577
2067328	275679935
2079805	47448939
2079805	126902916
2079805	292454294
2082523	123549372
2090502	373353808
2091758	363413361
2096642	284847568
2099883	17565762
2101850	107212797
2101850	205969395
2101850	360368465
2111633	222974601
2113704	216110362
2117211	1801074
2120626	315650691
2124906	167495934
2129396	43804991
2132893	140585002
2132893	178102603
2136697	41848115
2136697	335748450
2141474	190353425
2141562	321461816
2144398	155572619
2168489	171051495
2168489	203721866
2168489	317699236
2172319	403969021
2173353	394198152
2175873	390646067
2188048	284285814
2189570	191158884
2202549	161784755
2202549	247639387
2208959	219503827
2213500	21221161
2213500	204500276
2213500	339086292
2229147	62599333
2232197	181509031
2253051	99847553
2256492	52027347
2258887	47356406
2258887	67981376
2262501	177912248
2269369	318377442
2269369	351936227
2269448	83288278
2269448	128502613
2270746	311280387
2275461	166392868
2281314	44588939
2281314	123409804
2283608	50849073
2283608	180464126
2283608	297086680
2283608	395032252
2287170	75318185
2302904	190876051
2308615	106177147
2308615	154487548
2333604	343200591
2337906	219025713
2341130	298680604
2344836	111152415
